company_name,company_ticker,entity_name,company_cik,2022,2021,2020
PFSWEB INC,PFSW,PFSWEB INC (PFSW),0001095315,https://www.sec.gov/Archives/edgar/data/1095315/000109531522000054/pfsw-20211231.htm,https://www.sec.gov/Archives/edgar/data/1095315/000109531521000034/pfsw-20201231.htm,https://www.sec.gov/Archives/edgar/data/1095315/000109531520000020/pfsw-20191231x10k.htm
PG & E CORP.,PCG,"PG&E Corp (PCG, PCGU, PCG-PI, PCG-PH, PCG-PG, PCG-PE, PCG-PD, PCG-PC, PCG-PB, PCG-PA)",0001004980,https://www.sec.gov/Archives/edgar/data/75488/000100498022000009/pcg-20211231.htm,https://www.sec.gov/Archives/edgar/data/75488/000100498021000007/pcg-20201231.htm,https://www.sec.gov/Archives/edgar/data/75488/000100498020000009/pcg-20191231.htm
PGT INNOVATIONS,PGTI,"PGT Innovations, Inc. (PGTI)",0001354327,https://www.sec.gov/Archives/edgar/data/1354327/000095017022002479/pgti-20220101.htm,https://www.sec.gov/Archives/edgar/data/1354327/000156459021010144/pgti-10k_20210102.htm,https://www.sec.gov/Archives/edgar/data/1354327/000156459020006608/pgti-10k_20191228.htm
PHATHOM PHARMACEUTICALS,PHAT,"Phathom Pharmaceuticals, Inc. (PHAT)",0001783183,https://www.sec.gov/Archives/edgar/data/1783183/000095017022002536/phat-20211231.htm,https://www.sec.gov/Archives/edgar/data/1783183/000156459021016682/phat-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1783183/000156459020011712/phat-10k_20191231.htm
PHIBRO ANIMAL HEALTH,PAHC,PHIBRO ANIMAL HEALTH CORP (PAHC),0001069899,https://www.sec.gov/Archives/edgar/data/1069899/000155837022013940/pahc-20220630x10k.htm,https://www.sec.gov/Archives/edgar/data/1069899/000110465921109354/pahc-20210630x10k.htm,https://www.sec.gov/Archives/edgar/data/1069899/000110465920098687/tm20248631_10k.htm
PHILIP MORRIS INTERNATIONAL,PM,Philip Morris International Inc. (PM),0001413329,https://www.sec.gov/Archives/edgar/data/1413329/000141332922000011/pm-20211231.htm,https://www.sec.gov/Archives/edgar/data/1413329/000141332921000007/pm-20201231.htm,https://www.sec.gov/Archives/edgar/data/1413329/000141332920000007/pm123119form10kwrapinc.htm
PHILLIPS 66,PSX,Phillips 66 (PSX),0001534701,https://www.sec.gov/Archives/edgar/data/1534701/000153470122000078/psx-20211231.htm,https://www.sec.gov/Archives/edgar/data/1534701/000153470121000074/psx-20201231.htm,https://www.sec.gov/Archives/edgar/data/1534701/000153470120000070/psx-2019123110k.htm
PHILLIPS EDISON & COMPANY,PECO,"Phillips Edison & Company, Inc. (PECO)",0001476204,https://www.sec.gov/Archives/edgar/data/1476204/000147620422000029/cik000147620420211231.htm,https://www.sec.gov/Archives/edgar/data/1476204/000147620421000023/cik000147620420201231.htm,https://www.sec.gov/Archives/edgar/data/1476204/000147620420000015/peco201910k.htm
PHOTRONICS INC,PLAB,PHOTRONICS INC (PLAB),0000810136,https://www.sec.gov/Archives/edgar/data/810136/000114036122046880/brhc10045687_10k.htm,https://www.sec.gov/Archives/edgar/data/810136/000114036121001225/brhc10018426_10k.htm,
PHREESIA,PHR,"Phreesia, Inc. (PHR)",0001412408,https://www.sec.gov/Archives/edgar/data/1412408/000141240822000019/phr-20220131.htm,https://www.sec.gov/Archives/edgar/data/1412408/000141240821000024/phr-20210131.htm,https://www.sec.gov/Archives/edgar/data/1412408/000141240820000010/phr-20200131.htm
PHYSICIANS REALTY TRUST,DOC,Physicians Realty Trust (DOC),0001574540,https://www.sec.gov/Archives/edgar/data/1574540/000157454022000042/doc-20211231.htm,https://www.sec.gov/Archives/edgar/data/1574540/000157454021000038/doc-20201231.htm,https://www.sec.gov/Archives/edgar/data/1583994/000157454020000015/fy201910-k12312019.htm
PIEDMONT LITHIUM,PLL,"Piedmont Lithium Inc. (PLL, PLLTL)",0001728205,,https://www.sec.gov/Archives/edgar/data/1728205/000114036121032488/brhc10028369_10k.htm,
PIEDMONT OFFICE REALTY TRUST CL A,PDM,"Piedmont Office Realty Trust, Inc. (PDM)",0001042776,https://www.sec.gov/Archives/edgar/data/1042776/000104277622000061/pdm-20211231.htm,https://www.sec.gov/Archives/edgar/data/1042776/000104277621000032/pdm-20201231.htm,https://www.sec.gov/Archives/edgar/data/1042776/000104277620000045/pdm-20191231.htm
PILIGRIM'S PRIDE CORP.,PPC,PILGRIMS PRIDE CORP (PPC),0000802481,https://www.sec.gov/Archives/edgar/data/802481/000080248122000012/ppc-20211226.htm,https://www.sec.gov/Archives/edgar/data/802481/000080248121000015/ppc-20201227.htm,https://www.sec.gov/Archives/edgar/data/802481/000080248120000009/ppc-2019x12x29x10k.htm
PING IDENTITY HOLDING,PING,Ping Identity Holding Corp.,0001679826,https://www.sec.gov/Archives/edgar/data/1679826/000155837022001977/ping-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1679826/000155837021001638/ping-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1679826/000155837020002034/ping-20191231x10ke3d03d.htm
PINNACLE FINL,PNFP,"PINNACLE FINANCIAL PARTNERS INC (PNFP, PNFPP)",0001115055,https://www.sec.gov/Archives/edgar/data/1115055/000111505522000013/pnfp-20211231.htm,https://www.sec.gov/Archives/edgar/data/1115055/000111505521000013/pnfp-20201231.htm,https://www.sec.gov/Archives/edgar/data/1115055/000111505520000018/pnfp-20191231.htm
PINNACLE WEST CAPITAL CORP,PNW,PINNACLE WEST CAPITAL CORP (PNW),0000764622,https://www.sec.gov/Archives/edgar/data/7286/000076462222000014/pnw-20211231.htm,https://www.sec.gov/Archives/edgar/data/7286/000076462221000013/pnw-20201231.htm,https://www.sec.gov/Archives/edgar/data/7286/000076462220000017/pnw2019123110-kfinal.htm
PINTEREST,PINS,"PINTEREST, INC. (PINS)",0001506293,https://www.sec.gov/Archives/edgar/data/1506293/000150629322000016/pins-20211231.htm,https://www.sec.gov/Archives/edgar/data/1506293/000150629321000025/pins-20201231.htm,https://www.sec.gov/Archives/edgar/data/1506293/000150629320000013/pins-20191231.htm
PIONEER BANCORP,PBFS,"Pioneer Bancorp, Inc./MD (PBFS)",0001769663,https://www.sec.gov/Archives/edgar/data/1769663/000155837022014598/pbfs-20220630x10k.htm,https://www.sec.gov/Archives/edgar/data/1769663/000155837021001382/pbfs-20200630x10ka.htm,https://www.sec.gov/Archives/edgar/data/1769663/000155837020011288/pbfs-20200630x10k.htm
PIONEER NATURAL RESOURCE,PXD,PIONEER NATURAL RESOURCES CO (PXD),0001038357,https://www.sec.gov/Archives/edgar/data/1038357/000103835722000039/pxd-20211231.htm,https://www.sec.gov/Archives/edgar/data/1038357/000103835721000016/pxd-20201231.htm,https://www.sec.gov/Archives/edgar/data/1038357/000103835720000009/pxd-20191231.htm
PIPER SANDLER COMPANIES,PIPR,PIPER SANDLER COMPANIES (PIPR),0001230245,https://www.sec.gov/Archives/edgar/data/1230245/000123024522000039/pipr-20211231.htm,https://www.sec.gov/Archives/edgar/data/1230245/000123024521000030/pipr-20201231.htm,https://www.sec.gov/Archives/edgar/data/1230245/000123024520000031/pscq4201910k.htm
PITNEY BOWES,PBI,"PITNEY BOWES INC /DE/ (PBI, PBI-PB)",0000078814,https://www.sec.gov/Archives/edgar/data/78814/000007881422000004/pbi-20211231.htm,https://www.sec.gov/Archives/edgar/data/78814/000007881421000011/pbi-20201231.htm,https://www.sec.gov/Archives/edgar/data/78814/000007881420000009/pbi2019123110k.htm
PJT PARTNERS,PJT,PJT Partners Inc. (PJT),0001626115,https://www.sec.gov/Archives/edgar/data/1626115/000156459022007189/pjt-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/1626115/000156459021009465/pjt-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1626115/000156459020007455/pjt-10k_20191231.htm
PLANET FITNESS,PLNT,"Planet Fitness, Inc. (PLNT)",0001637207,https://www.sec.gov/Archives/edgar/data/1637207/000163720722000011/plnt-20211231.htm,https://www.sec.gov/Archives/edgar/data/1637207/000163720721000009/plnt-20201231.htm,https://www.sec.gov/Archives/edgar/data/1637207/000163720720000008/plnt10-k12312019docume.htm
PLANET LABS PBC (A),PL,"Planet Labs PBC (PL, PL-WT)",0001836833,https://www.sec.gov/Archives/edgar/data/1836833/000183683322000018/pl-20220131.htm,,
PLANTRONICS,POLY,PLANTRONICS INC /CA/,0000914025,https://www.sec.gov/Archives/edgar/data/914025/000091402522000040/poly-20220402.htm,https://www.sec.gov/Archives/edgar/data/914025/000091402521000019/plt-20210403.htm,https://www.sec.gov/Archives/edgar/data/914025/000091402520000045/form10kfy20.htm
PLAYSTUDIOS INC (A),MYPS,"PLAYSTUDIOS, Inc. (MYPS, MYPSW)",0001823878,https://www.sec.gov/Archives/edgar/data/1823878/000182387822000013/myps-20211231.htm,https://www.sec.gov/Archives/edgar/data/1823878/000110465921041693/tm2037998d1_10k.htm,
PLAYTIKA HOLDING,PLTK,Playtika Holding Corp. (PLTK),0001828016,https://www.sec.gov/Archives/edgar/data/1828016/000182801622000016/playtika-20211231.htm,https://www.sec.gov/Archives/edgar/data/1828016/000182801621000014/playtika-20201231.htm,
PLBY GROUP INC,PLBY,"PLBY Group, Inc. (PLBY)",0001803914,https://www.sec.gov/Archives/edgar/data/1803914/000180391422000011/ply-20211231.htm,https://www.sec.gov/Archives/edgar/data/1803914/000110465921050869/tm214075d1_10k.htm,
PLEXUS CORP,PLXS,PLEXUS CORP (PLXS),0000785786,https://www.sec.gov/Archives/edgar/data/785786/000078578622000085/plxs-20221001.htm,https://www.sec.gov/Archives/edgar/data/785786/000078578621000082/plxs-20211002.htm,https://www.sec.gov/Archives/edgar/data/785786/000078578620000102/plxs-20201003.htm
PLUG POWER INC,PLUG,PLUG POWER INC (PLUG),0001093691,https://www.sec.gov/Archives/edgar/data/1093691/000155837022002620/plug-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1093691/000155837021007147/plug-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1093691/000155837020002267/plug-20191231x10k.htm
PLYMOUTH INDUSTRIAL REIT,PLYM,"Plymouth Industrial REIT, Inc. (PLYM, PLYM-PA)",0001515816,https://www.sec.gov/Archives/edgar/data/1515816/000117152022000150/eps10000.htm,https://www.sec.gov/Archives/edgar/data/1515816/000117152021000110/plym-20201231.htm,https://www.sec.gov/Archives/edgar/data/1515816/000117152020000141/eps8813.htm
PMV PHARMACEUTICALS,PMVP,"PMV Pharmaceuticals, Inc. (PMVP)",0001699382,https://www.sec.gov/Archives/edgar/data/1699382/000156459022007860/pmvp-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/1699382/000156459021010578/pmvp-10k_20201231.htm,
PNC FINANCIAL SERVICES GROUP,PNC,"PNC FINANCIAL SERVICES GROUP, INC. (PNC)",0000713676,https://www.sec.gov/Archives/edgar/data/713676/000071367622000019/pnc-20211231.htm,https://www.sec.gov/Archives/edgar/data/713676/000071367621000025/pnc-20201231.htm,https://www.sec.gov/Archives/edgar/data/713676/000071367620000042/pnc201910-k.htm
PNM RESOURCES,PNM,PNM RESOURCES INC (PNM),0001108426,https://www.sec.gov/Archives/edgar/data/81023/000110842622000010/pnm-20211231.htm,https://www.sec.gov/Archives/edgar/data/81023/000110842621000010/pnm-20201231.htm,https://www.sec.gov/Archives/edgar/data/22767/000110842620000014/pnm1231201910-k.htm
POINT BIOPHARMA GLOBAL INC,PNT,POINT Biopharma Global Inc. (PNT),0001811764,https://www.sec.gov/Archives/edgar/data/1811764/000181176422000027/pnt-20211231.htm,https://www.sec.gov/Archives/edgar/data/1811764/000110465921032214/tm217248d1_10k.htm,
POLARIS,PII,Polaris Inc. (PII),0000931015,https://www.sec.gov/Archives/edgar/data/931015/000162828022002730/pii-20211231.htm,https://www.sec.gov/Archives/edgar/data/931015/000162828021002278/pii-20201231.htm,https://www.sec.gov/Archives/edgar/data/931015/000162828020001541/pii-12312019x10xk.htm
POLYMET MINING,PLM,"POLYMET MINING CORP (PLM, PLM-RW, PLM-RI)",0000866028,,,
POOL,POOL,POOL CORP (POOL),0000945841,https://www.sec.gov/Archives/edgar/data/945841/000094584122000023/pool-20211231.htm,https://www.sec.gov/Archives/edgar/data/945841/000094584121000022/pool-20201231.htm,https://www.sec.gov/Archives/edgar/data/945841/000094584120000041/pool-20191231.htm
POPULAR INC,BPOP,"POPULAR, INC. (BPOP, BPOPO, BPOPM)",0000763901,https://www.sec.gov/Archives/edgar/data/763901/000119312522060953/d192149d10k.htm,https://www.sec.gov/Archives/edgar/data/763901/000119312521063781/d58850d10k.htm,https://www.sec.gov/Archives/edgar/data/763901/000119312520058848/d838900d10k.htm
PORCH GROUP INC (A),PRCH,"Porch Group, Inc. (PRCH)",0001784535,https://www.sec.gov/Archives/edgar/data/1784535/000155837022003720/prch-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1784535/000155837021003776/prch-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1784535/000121390020007006/f10k2019_proptechacquis.htm
PORTILLOS,PTLO,Portillo's Inc. (PTLO),0001871509,https://www.sec.gov/Archives/edgar/data/1871509/000187150922000008/ptlo-20211226.htm,,
PORTLAND GENERAL ELECTRIC,POR,PORTLAND GENERAL ELECTRIC CO /OR/ (POR),0000784977,https://www.sec.gov/Archives/edgar/data/784977/000078497722000009/por-20211231.htm,https://www.sec.gov/Archives/edgar/data/784977/000078497721000007/por-20201231.htm,https://www.sec.gov/Archives/edgar/data/784977/000078497720000005/a201910-k.htm
POSHMARK,POSH,"Poshmark, Inc.",0001825480,https://www.sec.gov/Archives/edgar/data/1825480/000095017022005057/posh-20211231.htm,https://www.sec.gov/Archives/edgar/data/1825480/000156459021014879/posh-10k_20201231.htm,
POST HOLDINGS,POST,"Post Holdings, Inc. (POST)",0001530950,https://www.sec.gov/Archives/edgar/data/1530950/000153095022000375/post-20220930.htm,https://www.sec.gov/Archives/edgar/data/1530950/000153095021000383/post-20210930.htm,https://www.sec.gov/Archives/edgar/data/1530950/000153095020000326/post-20200930.htm
POSTAL REALTY TRUST,PSTL,"Postal Realty Trust, Inc. (PSTL)",0001759774,https://www.sec.gov/Archives/edgar/data/1759774/000175977422000012/pstl-20211231.htm,https://www.sec.gov/Archives/edgar/data/1759774/000121390021018605/f10k2020_postalrealty.htm,https://www.sec.gov/Archives/edgar/data/1759774/000121390020007580/f10k2019_postalrealty.htm
POTLATCHDELTIC,PCH,POTLATCHDELTIC CORP (PCH),0001338749,https://www.sec.gov/Archives/edgar/data/1338749/000095017022001428/pch-20211231.htm,https://www.sec.gov/Archives/edgar/data/1338749/000156459021006637/pch-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1338749/000156459020005284/pch-10k_20191231.htm
POWELL INDS,POWL,POWELL INDUSTRIES INC (POWL),0000080420,https://www.sec.gov/Archives/edgar/data/80420/000008042022000036/powl-20220930.htm,https://www.sec.gov/Archives/edgar/data/80420/000008042021000045/powl-20210930.htm,https://www.sec.gov/Archives/edgar/data/80420/000008042020000036/powl-20200930.htm
POWER INTEGRATIONS,POWI,POWER INTEGRATIONS INC (POWI),0000833640,https://www.sec.gov/Archives/edgar/data/833640/000083364022000021/powi-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/833640/000083364021000025/powi-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/833640/000083364020000044/powi-2019123110k.htm
POWERSCHOOL HOLDINGS,PWSC,"POWERSCHOOL HOLDINGS, INC. (PWSC)",0001835681,https://www.sec.gov/Archives/edgar/data/1835681/000183568122000007/pwsc-20211231.htm,,
PPG INDUSTRIES,PPG,PPG INDUSTRIES INC (PPG),0000079879,https://www.sec.gov/Archives/edgar/data/79879/000007987922000009/ppg-20211231.htm,https://www.sec.gov/Archives/edgar/data/79879/000007987921000008/ppg-20201231.htm,https://www.sec.gov/Archives/edgar/data/79879/000007987920000008/ppg201910k.htm
PPL CORPORATION,PPL,PPL Corp (PPL),0000922224,https://www.sec.gov/Archives/edgar/data/60549/000092222422000005/ppl-20211231.htm,https://www.sec.gov/Archives/edgar/data/1518339/000092222421000006/ppl-20201231.htm,https://www.sec.gov/Archives/edgar/data/1518339/000092222420000005/ppl-1231201910k.htm
PRA GROUP,PRAA,PRA GROUP INC (PRAA),0001185348,https://www.sec.gov/Archives/edgar/data/1185348/000118534822000005/praa-20211231.htm,https://www.sec.gov/Archives/edgar/data/1185348/000118534821000006/praa-20201231.htm,https://www.sec.gov/Archives/edgar/data/1185348/000118534820000004/newpraa-20191231x10k.htm
PRAXIS PRECISION MEDICINES,PRAX,"Praxis Precision Medicines, Inc. (PRAX)",0001689548,https://www.sec.gov/Archives/edgar/data/1689548/000168954822000014/prax-20211231.htm,https://www.sec.gov/Archives/edgar/data/1689548/000168954821000016/prax-20201231.htm,
PRECIGEN,PGEN,"PRECIGEN, INC. (PGEN)",0001356090,https://www.sec.gov/Archives/edgar/data/1356090/000135609022000002/pgen-20211231.htm,https://www.sec.gov/Archives/edgar/data/1356090/000135609021000003/pgen-20201231.htm,https://www.sec.gov/Archives/edgar/data/1356090/000162828020002699/pgen-20191231x10k.htm
PREFERRED BANK LOS ANGELES,PFBC,Preferred Bank (PFBC),0001492165,,,
PREFORMED LINE PRODUCTS,PLPC,PREFORMED LINE PRODUCTS CO (PLPC),0000080035,https://www.sec.gov/Archives/edgar/data/80035/000095017022002892/plpc-20211231.htm,https://www.sec.gov/Archives/edgar/data/80035/000156459021011273/plpc-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/80035/000156459020009196/plpc-10k_20191231.htm
PREMIER FINANCIAL CORP,PFC,PREMIER FINANCIAL CORP (PFC),0000946647,https://www.sec.gov/Archives/edgar/data/946647/000095017022002441/pfc-20211231.htm,https://www.sec.gov/Archives/edgar/data/946647/000156459021012879/pfc-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/946647/000156459020011130/fdef-10k_20191231.htm
PREMIER INC,PINC,"Premier, Inc. (PINC)",0001577916,https://www.sec.gov/Archives/edgar/data/1577916/000157791622000010/pinc-20220630.htm,https://www.sec.gov/Archives/edgar/data/1577916/000157791621000009/pinc-20210630.htm,https://www.sec.gov/Archives/edgar/data/1577916/000157791620000012/pinc-20200630x10k.htm
PRESTIGE CONSUMER HEALTHCARE,PBH,Prestige Consumer Healthcare Inc. (PBH),0001295947,https://www.sec.gov/Archives/edgar/data/1295947/000129594722000015/pbh-20220331.htm,https://www.sec.gov/Archives/edgar/data/1295947/000129594721000021/pbh-20210331.htm,https://www.sec.gov/Archives/edgar/data/1295947/000129594720000018/pbh-20200331.htm
PRICE (T. ROWE) GROUP,TROW,PRICE T ROWE GROUP INC (TROW),0001113169,https://www.sec.gov/Archives/edgar/data/1113169/000111316922000005/trow-20211231.htm,https://www.sec.gov/Archives/edgar/data/1113169/000111316921000006/trow-20201231.htm,https://www.sec.gov/Archives/edgar/data/1113169/000111316920000008/a201910k.htm
PRICESMART,PSMT,PRICESMART INC (PSMT),0001041803,https://www.sec.gov/Archives/edgar/data/1041803/000104180322000041/psmt-20220831x10k.htm,https://www.sec.gov/Archives/edgar/data/1041803/000156276221000364/psmt-20210831x10k.htm,https://www.sec.gov/Archives/edgar/data/1041803/000104180320000047/psmt-20200831x10k.htm
PRIMERICA,PRI,"Primerica, Inc. (PRI)",0001475922,https://www.sec.gov/Archives/edgar/data/1475922/000156459022007995/pri-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/1475922/000156459021009754/pri-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1475922/000156459020007489/pri-10k_20191231.htm
PRIMIS FINANCIAL CORP,FRST,Primis Financial Corp. (FRST),0001325670,https://www.sec.gov/Archives/edgar/data/1325670/000155837022003536/frst-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1325670/000155837021003093/sona-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1325670/000155837020002759/sona-20191231x10k765186.htm
PRIMO WATER,PRMW,Primo Water Corp /CN/ (PRMW),0000884713,https://www.sec.gov/Archives/edgar/data/884713/000088471322000003/prmw-20220101.htm,https://www.sec.gov/Archives/edgar/data/884713/000088471321000004/prmw-20210102.htm,https://www.sec.gov/Archives/edgar/data/884713/000088471320000003/a201910-k.htm
PRIMORIS SERVICES CORP.,PRIM,Primoris Services Corp (PRIM),0001361538,https://www.sec.gov/Archives/edgar/data/1361538/000155837022002400/prim-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1361538/000155837021001389/prim-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1361538/000155837020001249/prim-20191231x10ke43d96.htm
PRINCIPAL FINANCIAL GROUP,PFG,PRINCIPAL FINANCIAL GROUP INC (PFG),0001126328,https://www.sec.gov/Archives/edgar/data/1126328/000110465922020401/pfg-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1126328/000110465921022074/pfg-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1126328/000110465920021174/pfg-20191231x10k0da4e5.htm
PRIORITY TECHNOLOGY HOLDINGS,PRTH,"Priority Technology Holdings, Inc. (PRTH, PRTHU)",0001653558,https://www.sec.gov/Archives/edgar/data/1653558/000165355822000028/prth-20211231.htm,https://www.sec.gov/Archives/edgar/data/1653558/000165355821000040/prth-20201231.htm,https://www.sec.gov/Archives/edgar/data/1653558/000165355820000015/prioritytechnology-10k.htm
PRIVIA HEALTH GROUP,PRVA,"Privia Health Group, Inc. (PRVA)",0001759655,https://www.sec.gov/Archives/edgar/data/1759655/000175965522000032/prva-20211231.htm,,
PROASSURANCE,PRA,PROASSURANCE CORP (PRA),0001127703,https://www.sec.gov/Archives/edgar/data/1127703/000187524622000003/pra-20211231.htm,https://www.sec.gov/Archives/edgar/data/1127703/000170639721000004/pra-20201231.htm,https://www.sec.gov/Archives/edgar/data/1127703/000170639720000003/pra-20191231x10k.htm
PROCEPT BIOROBOTICS,PRCT,PROCEPT BioRobotics Corp (PRCT),0001588978,https://www.sec.gov/Archives/edgar/data/1588978/000162828022006885/prct-20211231.htm,,
PROCORE TECHNOLOGIES,PCOR,"PROCORE TECHNOLOGIES, INC. (PCOR)",0001611052,https://www.sec.gov/Archives/edgar/data/1611052/000156459022008783/pcor-10k_20211231.htm,,
PROCTER & GAMBLE,PG,PROCTER & GAMBLE Co (PG),0000080424,https://www.sec.gov/Archives/edgar/data/80424/000008042422000064/pg-20220630.htm,https://www.sec.gov/Archives/edgar/data/80424/000008042421000100/pg-20210630.htm,https://www.sec.gov/Archives/edgar/data/80424/000008042420000053/pg-20200630.htm
PROFESSIONAL HOLDING,PFHD,Professional Holding Corp.,0001630856,https://www.sec.gov/Archives/edgar/data/1630856/000163085622000047/pfhd-20211231.htm,https://www.sec.gov/Archives/edgar/data/1630856/000155837021003552/pfhd-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1630856/000155837020003343/pfhd-20191231x10k.htm
PROG HOLDINGS INC,PRG,"PROG Holdings, Inc. (PRG)",0001808834,https://www.sec.gov/Archives/edgar/data/1808834/000180883422000016/prg-20211231.htm,https://www.sec.gov/Archives/edgar/data/1808834/000180883421000012/prg-20201231.htm,
PROGRESS SOFTWARE,PRGS,PROGRESS SOFTWARE CORP /MA (PRGS),0000876167,https://www.sec.gov/Archives/edgar/data/876167/000087616722000038/prgs-20211130.htm,https://www.sec.gov/Archives/edgar/data/876167/000087616721000030/prgs-20201130.htm,https://www.sec.gov/Archives/edgar/data/876167/000087616720000027/a201910-kmaster.htm
PROGRESSIVE CORP,PGR,PROGRESSIVE CORP/OH/ (PGR),0000080661,https://www.sec.gov/Archives/edgar/data/80661/000008066122000046/pgr-20211231.htm,https://www.sec.gov/Archives/edgar/data/80661/000008066121000014/pgr-20201231.htm,https://www.sec.gov/Archives/edgar/data/80661/000008066120000006/pgr-20191231x10k.htm
PROGYNY,PGNY,"Progyny, Inc. (PGNY)",0001551306,https://www.sec.gov/Archives/edgar/data/1551306/000155837022002466/pgny-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1551306/000155837021002082/pgny-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1551306/000155837020002258/pgny-20191231x10k.htm
PROLOGIS,PLD,"Prologis, Inc. (PLD, PLDGP)",0001045609,https://www.sec.gov/Archives/edgar/data/1045610/000156459022004436/pld-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/1045610/000156459021005312/pld-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1045610/000156459020004096/pld-10k_20191231.htm
PROMETHEUS BIOSCIENCES,RXDX,"Prometheus Biosciences, Inc. (RXDX)",0001718852,https://www.sec.gov/Archives/edgar/data/1718852/000156459022009321/rxdx-10k_20211231.htm,,
PROPETRO HOLDING,PUMP,ProPetro Holding Corp. (PUMP),0001680247,https://www.sec.gov/Archives/edgar/data/1680247/000168024722000007/pump-20211231.htm,https://www.sec.gov/Archives/edgar/data/1680247/000168024721000010/pump-20201231.htm,https://www.sec.gov/Archives/edgar/data/1680247/000168024720000012/a10-k2019.htm
PROS HOLDINGS INC.,PRO,"PROS Holdings, Inc. (PRO)",0001392972,https://www.sec.gov/Archives/edgar/data/1392972/000139297222000031/pro-20211231.htm,https://www.sec.gov/Archives/edgar/data/1392972/000139297221000039/pro-20201231.htm,https://www.sec.gov/Archives/edgar/data/1392972/000139297220000059/pro-20191231x10k.htm
PROSPERITY BANCSHARES,PB,PROSPERITY BANCSHARES INC (PB),0001068851,https://www.sec.gov/Archives/edgar/data/1068851/000156459022007263/pb-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/1068851/000156459021009500/pb-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1068851/000156459020007837/pb-10k_20191231.htm
PROTAGONIST THERAPEUTICS,PTGX,"Protagonist Therapeutics, Inc (PTGX)",0001377121,https://www.sec.gov/Archives/edgar/data/1377121/000155837022002385/ptgx-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1377121/000155837021002715/ptgx-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1377121/000155837020002334/ptgx-20191231x10k.htm
PROTERRA INC (A),PTRA,Proterra Inc (PTRA),0001820630,https://www.sec.gov/Archives/edgar/data/1820630/000162828022006109/ptra-20211231.htm,https://www.sec.gov/Archives/edgar/data/1820630/000121390021018879/f10k2020_arclightclean.htm,
PROTHENA PLC,PRTA,PROTHENA CORP PUBLIC LTD CO (PRTA),0001559053,https://www.sec.gov/Archives/edgar/data/1559053/000155905322000008/prta-20211231.htm,https://www.sec.gov/Archives/edgar/data/1559053/000155905321000008/prta-20201231.htm,https://www.sec.gov/Archives/edgar/data/1559053/000155905320000005/prta201910-k.htm
PROTO LABS INC,PRLB,Proto Labs Inc (PRLB),0001443669,https://www.sec.gov/Archives/edgar/data/1443669/000143774922003779/prlb20211231_10k.htm,https://www.sec.gov/Archives/edgar/data/1443669/000143774921003413/prlb20201119_10k.htm,https://www.sec.gov/Archives/edgar/data/1443669/000143774920003547/prlb20191231_10k.htm
PROVENTION BIO,PRVB,"Provention Bio, Inc. (PRVB)",0001695357,https://www.sec.gov/Archives/edgar/data/1695357/000149315222005304/form10k.htm,https://www.sec.gov/Archives/edgar/data/1695357/000149315221004781/form10-k.htm,https://www.sec.gov/Archives/edgar/data/1695357/000149315220003770/form10-k.htm
PROVIDENT BANCORP INC,PVBC,"Provident Bancorp, Inc. /MD/ (PVBC)",0001778784,https://www.sec.gov/Archives/edgar/data/1778784/000177878422000008/pvbc-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1778784/000177878421000012/pvbc-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1778784/000110465920033267/tm2053601_10k.htm
